player_id,name,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,est_woba,est_woba_minus_woba_diff,avg_woba,woba_2023,z_scores_avg_woba,zscore_difference
545361, Mike Trout,2019.666667,569,335,0.295333333,0.289666667,0.005666667,0.634333333,0.621,0.013333333,0.429666667,0.004,0.433666667,0.368,3.403537547,-2.179345284
547180, Bryce Harper,2020,600.5,359.75,0.276,0.28125,-0.00525,0.53375,0.5505,-0.01675,0.397,-0.01175,0.38525,0.367,1.839296276,-0.642626523
547989, Jose Abreu,2020,646,454,0.2785,0.276,0.0025,0.47575,0.48825,-0.0125,0.359,-0.01,0.349,0.278,0.668134567,-1.920968139
553869, Elias Diaz,2020,340.25,254.25,0.25025,0.24725,0.003,0.39775,0.38075,0.017,0.3025,0.00225,0.30475,0.317,-0.761490416,0.582034705
553993, Eugenio Suarez,2020,617.75,368.5,0.247,0.23925,0.00775,0.49625,0.481,0.01525,0.34825,0.0035,0.35175,0.316,0.756981317,-0.963959537
570482, Gio Urshela,2020.666667,489.6666667,361,0.288666667,0.268333333,0.020333333,0.460666667,0.442666667,0.018,0.325,0.011666667,0.336666667,0.307,0.269670353,-0.724351157
571448, Nolan Arenado,2020,652,492.75,0.29,0.26275,0.02725,0.54275,0.4555,0.08725,0.3365,0.0385,0.375,0.35,1.508140206,-0.779353111
571657, Kyle Farmer,2021.5,556,413.5,0.259,0.255,0.004,0.401,0.3815,0.0195,0.3065,0.006,0.3125,0.297,-0.511104119,-0.218801777
571771, Enrique Hernandez,2020,477.25,338.25,0.24125,0.24525,-0.004,0.417,0.41025,0.00675,0.32,-0.00475,0.31525,0.275,-0.422257369,-0.913143731
571970, Max Muncy,2020,556.75,328.75,0.23975,0.24925,-0.0095,0.502,0.51225,-0.01025,0.38075,-0.01175,0.369,0.34,1.314292751,-0.860730749
572191, Michael A. Taylor,2020.333333,456.3333333,298.3333333,0.241666667,0.226333333,0.015333333,0.356666667,0.361,-0.004333333,0.286,0.001666667,0.287666667,0.299,-1.313417198,0.63855632
572233, Christian Walker,2020.666667,571.6666667,377,0.248333333,0.256,-0.007666667,0.445,0.462,-0.017,0.344666667,-0.012666667,0.332,0.369,0.11890011,1.132814661
573262, Mike Yastrzemski,2020.666667,500.3333333,320,0.236666667,0.231,0.005666667,0.455666667,0.442333333,0.013333333,0.324666667,0.004,0.328666667,0.322,0.01120708,-0.053050244
575929, Willson Contreras,2020,480.75,302.75,0.25025,0.24025,0.01,0.45675,0.4385,0.01825,0.34,0.00575,0.34575,0.346,0.563133862,0.055563196
592178, Kris Bryant,2019.333333,559,355,0.273,0.251666667,0.021333333,0.487333333,0.449666667,0.037666667,0.347333333,0.017333333,0.364666667,0.319,1.174291811,-1.298702503
592192, Mark Canha,2020,518.75,336.5,0.25475,0.24275,0.012,0.439,0.41325,0.02575,0.33875,0.01025,0.349,0.318,0.668134567,-0.820067768
592206, Nick Castellanos,2020,621.25,439.75,0.28975,0.2795,0.01025,0.4975,0.499,-0.0015,0.3535,0.00025,0.35375,0.331,0.821597136,-0.615737717
592273, Brandon Drury,2020.5,507.5,352,0.2405,0.244,-0.0035,0.436,0.4215,0.0145,0.311,-0.0005,0.3105,0.339,-0.575719938,1.001759431
592450, Aaron Judge,2020,568.5,325.25,0.287,0.29,-0.003,0.5745,0.5995,-0.025,0.41775,-0.01325,0.4045,0.418,2.461223528,0.139094198
