Season,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch
2023,"LAA",4.163106918334961,-8.311223983764648,12.47433090209961,58.04059982299805,6.013360500335693,0.995518684387207,,0,6.138097763061523,-1.9562506680493712
2023,"BAL",4.184634447097778,-15.179272651672363,19.363906860351562,29.071199417114258,3.018945336341858,0.8939862997615825,1.6701999187469483,5,2.349264919757843,2.331605970784641
2023,"BOS",2.8829415440559387,-16.100408375263214,18.983350306749344,32.08299970626831,3.251529335975647,0.93946283202579,1.665199915568034,6,2.3286001086235046,0.7401126129211799
2023,"CHW",-0.10329204797744751,-13.268511772155762,13.165219783782959,12.815001726150513,1.3471359312534332,1.071513644924248,2.0549749732017517,8,0.5843289196491241,-0.6807271768871361
2023,"CLE",-2.689637541770935,-11.260260105133057,8.570622444152832,-19.624999046325684,-2.0738093852996826,1.100681717512612,2.230650007724762,8,-1.1728219985961914,-1.2707886283243162
2023,"DET",1.738521695137024,-9.224394798278809,10.962916374206543,17.21000051498413,1.8298479318618774,0.9340819777274618,1.981755534807841,9,1.628796398639679,0.23241250656443624
2023,"KCR",-2.0338061302900314,-12.715208530426025,10.681402504444122,-14.22200033068657,-1.4240242131054401,1.0214081788585134,1.9773538204339833,13,-0.8473663181066513,-1.1438123040999333
2023,"MIN",0.03147359564900398,-6.287730693817139,6.319204330444336,2.9465010166168213,0.26238635182380676,1.032556414604187,2.9132800102233887,5,0.3727845251560211,-0.34230328926048037
2023,"NYY",1.5098860189318657,-12.326438188552856,13.836324214935303,26.768999457359314,2.82824969291687,0.930480211086446,1.74870905009183,11,4.258605509996414,-2.6359100448570807
2023,"OAK",-1.2900289297103882,-11.177021354436874,9.88699272274971,-7.806999444961548,-1.0628008991479874,0.9890940774951065,1.1002636497670955,22,-0.4665246680378914,-0.8377283439479888
2023,"SEA",-0.39182424545288086,-7.435628712177277,7.043804496526718,-3.998998761177063,-0.4364572763442993,0.9807552878996905,1.6324187740683556,32,-1.0382394902408123,0.6387267368688867
2023,"TBR",0.06326676160097122,-5.965983748435974,6.029250681400299,12.920600071549416,1.3763594701886177,0.9075225790341696,1.7298125326633453,16,1.018144242465496,-0.9484305371951514
2023,"TEX",0.6609403789043427,-9.176506519317627,9.837446987628937,6.456999987363815,0.6872912161052227,0.8310255405536064,0.7163199782371521,20,1.0307431383989751,-0.23541213273091555
2023,"TOR",0.7279527671635151,-6.282423704862595,7.010376937687397,5.522999584674835,0.5747033879160881,0.9796229695838051,2.1962000370025634,5,1.6211388781666756,-0.8780440449853064
2023,"HOU",1.2495663613080978,-14.073084011673927,15.322650283575058,19.024999856948853,1.9483103305101395,1.0346486772502865,1.883626118950222,23,1.7604171186685562,-0.5526966732812553
2022,"LAA",2.1100401878356934,-9.775280952453613,11.885320663452148,32.23609924316406,3.34171986579895,0.9015044569969177,1.5313999652862549,4,2.751443862915039,-0.41086731727638837
2022,"BAL",0.2241269275546074,-7.659238636493683,7.883365824818611,8.83630120754242,0.8816069513559341,1.0269503004991325,1.2434499859809875,4,0.22556881606578827,-0.00732366102208834
2022,"BOS",-1.0802492499351501,-11.369023740291595,10.288774490356445,-12.216000080108643,-1.2379871308803558,0.9840411580555636,0.4270000159740448,2,-0.15738016366958618,-0.9403881980417175
2022,"CHW",1.3496410846710205,-5.436972618103027,6.786613464355469,18.079999923706055,1.9781569242477417,1.0204802751541138,2.4539999961853027,4,1.277299165725708,0.04525563276581268
2022,"CLE",-1.224941223859787,-7.381814956665039,6.15687370300293,-22.125,-2.2942726612091064,0.9815242765019241,1.745207424517031,27,-1.5987302660942078,0.3507313595104786
2022,"DET",-2.2568183690309525,-10.528031975030899,8.271214008331299,-10.546000197529793,-1.140844915062189,1.0108401289055062,2.696333449644347,6,-1.1541399396955967,-1.0784765784817507
2022,"KCR",3.1770374551415443,-15.5318234115839,18.708860710263252,20.883001387119293,2.052174896001816,0.9441015807639029,1.395604994893074,40,1.5285371150821447,1.8366065515251089
2022,"MIN",1.120101124048233,-24.578304290771484,25.698405474424362,21.332499742507935,2.312789797782898,0.9564554178052478,1.5946529262206133,34,2.3076212406158447,-1.1365252300788364
2022,"NYY",1.259368658065796,-12.999021053314209,14.258389711380005,27.55320143699646,2.9049184322357178,1.07317719220451,1.8443238309451513,21,1.7537814676761627,-0.5802859189319582
2022,"OAK",-1.5182202346622944,-10.034216918051243,8.515996731817722,-14.043999314308167,-1.538935941644013,0.9942226626656272,1.6561636671875462,33,-2.0396456085145473,0.5126031343551187
2022,"SEA",0.6616178005933762,-8.180998380295932,8.842616204172373,-0.5749988853931427,-0.06658468395471573,1.0760248036488242,1.9004737013264705,19,-1.2732696179300547,1.8881418758462434
2022,"TBR",1.346484899520874,-7.2709431648254395,8.617427825927734,15.312999725341797,1.7399306297302246,1.0302375555038452,2.539733409881592,21,0.9812657237052917,0.32569973521002193
2022,"TEX",-0.30527639761567116,-13.719801425933838,13.414525032043457,-1.1242003440856934,-0.23887181282043457,1.0466333959287024,1.345489371964272,47,-0.17057691980153322,-0.12109769979608836
2022,"TOR",3.303176075220108,-19.44580914080143,22.748984217643738,42.265301525592804,4.447062503546476,0.9687809482542082,1.7050532738367716,30,3.8276483602821827,-0.4180271438734615
2022,"HOU",5.038614422082901,-15.751874953508377,20.790489621460438,45.7900025844574,4.896617762744427,0.8624604460180114,1.654471414429801,28,6.262820415198803,-0.4206807027676591
