Season,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch
2023,"ARI",0.8901307173073292,-19.479672968387604,20.369803547859192,-13.37220162153244,-1.2573648486286402,1.0186888773479879,1.962513524132806,37,-0.9076426178216934,1.7814429871991018
2023,"ATL",0.6196829709224403,-6.623263892251998,7.242946624755859,9.346000418066978,0.8960953149944544,0.8430737389942233,1.5370666434367497,3,2.4348849337548018,-1.6998567360295178
2023,"CHC",-0.5321165435016155,-13.50505018234253,12.972933322191238,0.3021010160446167,-0.02495890110731125,0.9378901898710794,1.613037496805191,32,0.5151442512869835,-1.0824990965005359
2023,"CIN",-3.0232982710003853,-16.66008472442627,13.636785984039307,-23.128001153469086,-2.289298117160797,1.0460756997076364,1.8201625347137451,16,-1.8689939081668854,-1.0211394462790264
2023,"COL",-0.08003745088353753,-9.24116176366806,9.161124348640442,5.596598386764526,0.5200425684452057,0.909284177854005,1.4571999907493591,9,0.029935777187347412,-0.11795825996323091
2023,"MIA",4.524308264255524,-15.936393022537231,20.460701942443848,13.88089919090271,1.3920922055840492,0.9882985847910116,2.25002219941881,9,2.3953251242637634,2.182550766565572
2023,"LAD",1.1817435026168823,-6.748498439788818,7.93024206161499,16.881999969482422,1.7034984827041626,1.0245563983917236,3.6384999752044678,2,1.8082524538040161,-0.6548327841090145
2023,"MIL",1.5027691423892975,-6.29015377163887,7.792923033237457,0.11789965629577637,0.060846731066703796,0.9611703588061355,1.3055499792099,28,-1.3160600950941443,2.879538544695814
2023,"WSN",1.4511219263076782,-8.39329719543457,9.844419479370117,10.29699993133545,1.04029381275177,0.9414602518081665,,0,0.8363981246948242,0.7049541772432093
2023,"NYM",0.19113026559352875,-11.055674999952316,11.2468052059412,15.459299564361572,1.7593597620725632,0.9596341084955756,1.1628150074277073,40,0.18369673937559128,0.015473198313644104
2023,"PHI",3.962748646736145,-16.293495178222656,20.256244659423828,25.814297676086426,2.510022521018982,1.0394117179400113,5.128399848937988,1,2.291186571121216,1.5213052243242262
2023,"PIT",1.2107323706150055,-7.985986590385437,9.19671881198883,3.897200584411621,0.38614194095134735,0.9760602816739147,1.207099986076355,10,0.37857697904109955,0.8618508852488345
2023,"STL",-1.1420742273330688,-1.8712661266326904,0.729191929101944,-9.847999572753906,-1.066245049238205,1.0299734968736947,1.43197500705719,8,-0.3864806927740574,-0.7223577684092997
2023,"SDP",-1.7143407948315144,-7.957021132111549,6.242680251598358,-4.9140002727508545,-0.5549985803663731,1.005618021201867,1.3450050234794617,40,-0.38670719135552645,-1.3180562065623185
2023,"SFG",2.4276654310524464,-12.315653428435326,14.743319218978286,14.6083003282547,1.3960072696208954,1.0642973169324068,1.4560622255007425,45,2.111688446253538,0.1693146084658288
2022,"ARI",-1.3476585429161787,-22.26172661781311,20.91406837105751,-17.877403378486633,-1.914627194404602,0.9883900891911438,1.360412280170285,49,-1.475862130522728,0.11237360746494929
2022,"ATL",-0.6706887632608414,-15.755626142024994,15.084937296807766,-18.71100151538849,-1.8560465574264526,0.8986027905354484,1.6383636539632624,11,0.8668704926967621,-1.6132389330409096
2022,"CHC",-2.2424128372222185,-20.56014421582222,18.317731082439423,-10.64439845085144,-1.0724460929632187,1.0458694830746718,2.7146874368190765,16,0.9277757499366999,-3.071841403931996
2022,"CIN",-1.6789856143295765,-10.470545787364244,8.791560173034668,-16.166999638080597,-1.584434598684311,0.9712077010816066,1.5889333248138429,15,-0.8128091767430305,-0.9159514297263556
2022,"COL",0.7356899380683899,-13.940799236297607,14.676488876342773,0.9747004508972168,0.1871660351753235,1.0425794553011656,1.7963999509811401,7,-0.27747565507888794,0.9831196559535016
2022,"MIA",0.514541745185852,-16.754884719848633,17.26942539215088,2.2325992584228516,0.17514568567276,1.0305750693756932,1.5509230907146747,13,-0.31581100821495056,0.8150873447729012
2022,"LAD",1.896167315542698,-11.403895363211632,13.300063252449036,15.98399966955185,1.8077729120850563,0.9723505352934202,1.1424615757110028,13,0.718930684030056,1.231155469797692
2022,"MIL",0.9498748704791069,-15.810297310352325,16.76017165184021,0.013300582766532898,-0.07429410889744759,1.0416760831839251,1.3946307989267201,13,0.6170588545501232,0.2948127779210533
2022,"WSN",-0.3642357587814331,-13.29121732711792,12.926981925964355,-6.233000040054321,-0.6908121407032013,1.037635707695212,2.3784000873565674,2,-1.0019126236438751,0.6508879277123226
2022,"NYM",-0.869290616363287,-11.979866875568405,11.110576543956995,-13.915999591350555,-1.300396341830492,0.8649911300766111,1.4560689689784214,58,-0.5774030918255448,-0.42756746352141595
2022,"PHI",1.3252681493759155,-9.233492493629456,10.558760643005371,23.295100927352905,2.3992160707712173,0.9448888634104986,1.8125199794769287,10,1.8353064507246017,-0.43274134418660193
2022,"PIT",-1.8718686699867249,-9.66837590932846,7.7965070605278015,-16.37179970741272,-1.7015422955155373,1.0323351446726148,1.6691272908991033,11,-1.185883715748787,-0.6273536613244812
2022,"STL",1.8273729085922241,-5.944454669952393,7.771827697753906,14.792999267578125,1.6085175275802612,0.9940158128738403,1.2298356294631958,28,1.4711241722106934,0.3672499109027638
2022,"SDP",-0.2209298461675644,-13.80947844684124,13.588548734784126,-9.7850022315979,-1.0692560076713562,0.95005430944798,1.246319990605116,20,-1.1492390632629395,0.916694624518239
2022,"SFG",-1.7090407609939575,-14.478261724114418,12.769220866262913,-1.2877988815307617,-0.14601418375968933,1.0531058364031998,1.5576551649077186,58,0.16076047718524933,-1.7836180304498404
